sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description	bioproject_id	project_title	project_description	sample_source	library_strategy	library_source	library_selection	platform	instrument_model	env_biome	env_feature	env_material	file_number
N61_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				249
N61_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				250
N61_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				251
N61_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				252
N61_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				253
N61_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				254
N62_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				255
N62_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				256
N62_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				257
N62_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				258
N62_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				259
N62_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				260
N63_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				261
N63_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				262
N63_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				263
N63_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				264
N63_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				265
N63_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				266
N64_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				267
N64_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				268
N64_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				269
N64_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				270
N64_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				271
N64_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				272
N65_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				273
N65_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				274
N65_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				275
N65_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				276
N65_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				277
N65_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				278
N66_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				279
N66_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				280
N66_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				281
N66_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				282
N66_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				283
N66_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				284
N67_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				285
N67_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				286
N67_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				287
N67_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				288
N67_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				289
N67_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				290
N68_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				291
N68_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				292
N68_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				293
N68_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				294
N68_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				295
N68_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				296
N39_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				297
N39_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				298
N39_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				299
N39_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				300
N39_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				301
N39_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				302
N40_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				303
N40_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				304
N40_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				305
N40_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				307
N40_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				308
N41_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				309
N41_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				310
N41_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				311
N41_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				313
N41_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				314
N42_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				315
N42_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				316
N42_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				317
N42_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				318
N42_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				319
N43_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				321
N43_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				322
N43_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				324
N43_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				325
N44_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				327
N44_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				328
N44_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				330
N44_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				331
N45_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				333
N45_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				334
N45_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				335
N45_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				336
N45_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				337
N46_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				339
N46_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				340
N46_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				342
N46_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				343
N46_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				344
N47_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				345
N47_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				346
N47_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				348
N47_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				349
N47_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				350
N48_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				351
N48_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				352
N48_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				354
N48_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				355
N48_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				356
N49_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				357
N49_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				358
N49_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				359
N49_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				360
N49_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				361
N49_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				362
N50_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				363
N50_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				364
N50_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				365
N50_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				366
N50_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				367
N50_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				368
N51_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				369
N51_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				370
N51_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				371
N51_2_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				372
N51_2_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				373
N51_2_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				374
N52_1_2			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				375
N52_1_3			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				376
N52_1_4			metagenome	Homo sapiens	stool	not collected	USA: Ohio, Cincinnati	39.10 N 84.51 W									Metagenomics Study	Metagenomics of human gut		WGS	METAGENOMIC	RANDOM	ILLUMINA	Illumina NovaSeq 6000				377
