sample_name	project_title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	assembly	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8	library_ID	title
F9Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F9Jenny02_R1.fastq.gz	F9Jenny02_R2.fastq.gz							F9Jenny02	Metagenome-Human-Stool
F9Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F9Jenny03_R1.fastq.gz	F9Jenny03_R2.fastq.gz							F9Jenny03	Metagenome-Human-Stool
F9Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F9Jenny1_R1.fastq.gz	F9Jenny1_R2.fastq.gz							F9Jenny1	Metagenome-Human-Stool
G10Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G10Jenny1_R1.fastq.gz	G10Jenny1_R2.fastq.gz							G10Jenny1	Metagenome-Human-Stool
G11Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G11Jenny1_R1.fastq.gz	G11Jenny1_R2.fastq.gz							G11Jenny1	Metagenome-Human-Stool
G12Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G12Jenny02_R1.fastq.gz	G12Jenny02_R2.fastq.gz							G12Jenny02	Metagenome-Human-Stool
G1Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G1Jenny02_R1.fastq.gz	G1Jenny02_R2.fastq.gz							G1Jenny02	Metagenome-Human-Stool
G1Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G1Jenny03_R1.fastq.gz	G1Jenny03_R2.fastq.gz							G1Jenny03	Metagenome-Human-Stool
G1Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G1Jenny1_R1.fastq.gz	G1Jenny1_R2.fastq.gz							G1Jenny1	Metagenome-Human-Stool
G2Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G2Jenny02_R1.fastq.gz	G2Jenny02_R2.fastq.gz							G2Jenny02	Metagenome-Human-Stool
G2Jenny03	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G2Jenny03_R1.fastq.gz	G2Jenny03_R2.fastq.gz							G2Jenny03	Metagenome-Human-Stool
G2Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G2Jenny1_R1.fastq.gz	G2Jenny1_R2.fastq.gz							G2Jenny1	Metagenome-Human-Stool
G3Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G3Jenny1_R1.fastq.gz	G3Jenny1_R2.fastq.gz							G3Jenny1	Metagenome-Human-Stool
G4Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G4Jenny02_R1.fastq.gz	G4Jenny02_R2.fastq.gz							G4Jenny02	Metagenome-Human-Stool
G4Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G4Jenny1_R1.fastq.gz	G4Jenny1_R2.fastq.gz							G4Jenny1	Metagenome-Human-Stool
G5Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G5Jenny02_R1.fastq.gz	G5Jenny02_R2.fastq.gz							G5Jenny02	Metagenome-Human-Stool
G5Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G5Jenny1_R1.fastq.gz	G5Jenny1_R2.fastq.gz							G5Jenny1	Metagenome-Human-Stool
G6Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G6Jenny02_R1.fastq.gz	G6Jenny02_R2.fastq.gz							G6Jenny02	Metagenome-Human-Stool
G6Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G6Jenny1_R1.fastq.gz	G6Jenny1_R2.fastq.gz							G6Jenny1	Metagenome-Human-Stool
G7Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G7Jenny02_R1.fastq.gz	G7Jenny02_R2.fastq.gz							G7Jenny02	Metagenome-Human-Stool
G7Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G7Jenny1_R1.fastq.gz	G7Jenny1_R2.fastq.gz							G7Jenny1	Metagenome-Human-Stool
G8Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G8Jenny02_R1.fastq.gz	G8Jenny02_R2.fastq.gz							G8Jenny02	Metagenome-Human-Stool
G8Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G8Jenny1_R1.fastq.gz	G8Jenny1_R2.fastq.gz							G8Jenny1	Metagenome-Human-Stool
G9Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G9Jenny1_R1.fastq.gz	G9Jenny1_R2.fastq.gz							G9Jenny1	Metagenome-Human-Stool
H10Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H10Jenny02_R1.fastq.gz	H10Jenny02_R2.fastq.gz							H10Jenny02	Metagenome-Human-Stool
H10Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H10Jenny1_R1.fastq.gz	H10Jenny1_R2.fastq.gz							H10Jenny1	Metagenome-Human-Stool
H11Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H11Jenny02_R1.fastq.gz	H11Jenny02_R2.fastq.gz							H11Jenny02	Metagenome-Human-Stool
H11Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H11Jenny1_R1.fastq.gz	H11Jenny1_R2.fastq.gz							H11Jenny1	Metagenome-Human-Stool
H12Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H12Jenny1_R1.fastq.gz	H12Jenny1_R2.fastq.gz							H12Jenny1	Metagenome-Human-Stool
H1Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H1Jenny02_R1.fastq.gz	H1Jenny02_R2.fastq.gz							H1Jenny02	Metagenome-Human-Stool
H1Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H1Jenny1_R1.fastq.gz	H1Jenny1_R2.fastq.gz							H1Jenny1	Metagenome-Human-Stool
H2Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H2Jenny02_R1.fastq.gz	H2Jenny02_R2.fastq.gz							H2Jenny02	Metagenome-Human-Stool
H3Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H3Jenny02_R1.fastq.gz	H3Jenny02_R2.fastq.gz							H3Jenny02	Metagenome-Human-Stool
H3Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H3Jenny1_R1.fastq.gz	H3Jenny1_R2.fastq.gz							H3Jenny1	Metagenome-Human-Stool
H4Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H4Jenny02_R1.fastq.gz	H4Jenny02_R2.fastq.gz							H4Jenny02	Metagenome-Human-Stool
H4Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H4Jenny1_R1.fastq.gz	H4Jenny1_R2.fastq.gz							H4Jenny1	Metagenome-Human-Stool
H5Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H5Jenny02_R1.fastq.gz	H5Jenny02_R2.fastq.gz							H5Jenny02	Metagenome-Human-Stool
H5Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H5Jenny1_R1.fastq.gz	H5Jenny1_R2.fastq.gz							H5Jenny1	Metagenome-Human-Stool
H6Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H6Jenny02_R1.fastq.gz	H6Jenny02_R2.fastq.gz							H6Jenny02	Metagenome-Human-Stool
H6Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H6Jenny1_R1.fastq.gz	H6Jenny1_R2.fastq.gz							H6Jenny1	Metagenome-Human-Stool
H7Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H7Jenny1_R1.fastq.gz	H7Jenny1_R2.fastq.gz							H7Jenny1	Metagenome-Human-Stool
H8Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H8Jenny02_R1.fastq.gz	H8Jenny02_R2.fastq.gz							H8Jenny02	Metagenome-Human-Stool
H8Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H8Jenny1_R1.fastq.gz	H8Jenny1_R2.fastq.gz							H8Jenny1	Metagenome-Human-Stool
H9Jenny02	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H9Jenny02_R1.fastq.gz	H9Jenny02_R2.fastq.gz							H9Jenny02	Metagenome-Human-Stool
H9Jenny1	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H9Jenny1_R1.fastq.gz	H9Jenny1_R2.fastq.gz							H9Jenny1	Metagenome-Human-Stool
IBD_007	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_007_R1.fastq.gz	IBD_007_R2.fastq.gz							IBD_007	Metagenome-Human-Stool
IBD_204	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_204_R1.fastq.gz	IBD_204_R2.fastq.gz							IBD_204	Metagenome-Human-Stool
IBD_516	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_516_R1.fastq.gz	IBD_516_R2.fastq.gz							IBD_516	Metagenome-Human-Stool
IBD_520_CDC_491_Pellet	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_520_CDC_491_Pellet_R1.fastq.gz	IBD_520_CDC_491_Pellet_R2.fastq.gz							IBD_520_CDC_491_Pellet	Metagenome-Human-Stool
IBD_521	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_521_R1.fastq.gz	IBD_521_R2.fastq.gz							IBD_521	Metagenome-Human-Stool
IBD_525_A.N	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_525_A.N_R1.fastq.gz	IBD_525_A.N_R2.fastq.gz							IBD_525_A.N	Metagenome-Human-Stool
IBD_532	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_532_R1.fastq.gz	IBD_532_R2.fastq.gz							IBD_532	Metagenome-Human-Stool
IBD_533	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_533_R1.fastq.gz	IBD_533_R2.fastq.gz							IBD_533	Metagenome-Human-Stool
IBD_UCC0621241_Supernatant	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_UCC0621241_Supernatant_R1.fastq.gz	IBD_UCC0621241_Supernatant_R2.fastq.gz							IBD_UCC0621241_Supernatant	Metagenome-Human-Stool
IBD048	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD048_R1.fastq.gz	IBD048_R2.fastq.gz							IBD048	Metagenome-Human-Stool
IBD289	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD289_R1.fastq.gz	IBD289_R2.fastq.gz							IBD289	Metagenome-Human-Stool
IBD290	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD290_R1.fastq.gz	IBD290_R2.fastq.gz							IBD290	Metagenome-Human-Stool
IBD334	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD334_R1.fastq.gz	IBD334_R2.fastq.gz							IBD334	Metagenome-Human-Stool
IBD405	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD405_R1.fastq.gz	IBD405_R2.fastq.gz							IBD405	Metagenome-Human-Stool
IBD423	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD423_R1.fastq.gz	IBD423_R2.fastq.gz							IBD423	Metagenome-Human-Stool
IBD527	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD527_R1.fastq.gz	IBD527_R2.fastq.gz							IBD527	Metagenome-Human-Stool
IBD528	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD528_R1.fastq.gz	IBD528_R2.fastq.gz							IBD528	Metagenome-Human-Stool
IBD531	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD531_R1.fastq.gz	IBD531_R2.fastq.gz							IBD531	Metagenome-Human-Stool
IBD535	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD535_R1.fastq.gz	IBD535_R2.fastq.gz							IBD535	Metagenome-Human-Stool
IBD538	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD538_R1.fastq.gz	IBD538_R2.fastq.gz							IBD538	Metagenome-Human-Stool
IBD548	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD548_R1.fastq.gz	IBD548_R2.fastq.gz							IBD548	Metagenome-Human-Stool
IBD559	Hellman IBD Study	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD559_R1.fastq.gz	IBD559_R2.fastq.gz							IBD559	Metagenome-Human-Stool
