sample_name	collection_date	project_title		project_title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	assembly	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8
F8Jenny03	12/28/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F8Jenny03_R1.fastq.gz	F8Jenny03_R2.fastq.gz						
F8Jenny1	8/22/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F8Jenny1_R1.fastq.gz	F8Jenny1_R2.fastq.gz						
F9Jenny02	10/11/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F9Jenny02_R1.fastq.gz	F9Jenny02_R2.fastq.gz						
F9Jenny03	12/28/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F9Jenny03_R1.fastq.gz	F9Jenny03_R2.fastq.gz						
F9Jenny1	8/23/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		F9Jenny1_R1.fastq.gz	F9Jenny1_R2.fastq.gz						
G10Jenny1	6/21/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G10Jenny1_R1.fastq.gz	G10Jenny1_R2.fastq.gz						
G11Jenny1	6/25/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G11Jenny1_R1.fastq.gz	G11Jenny1_R2.fastq.gz						
G12Jenny02	11/7/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G12Jenny02_R1.fastq.gz	G12Jenny02_R2.fastq.gz						
G1Jenny02	10/22/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G1Jenny02_R1.fastq.gz	G1Jenny02_R2.fastq.gz						
G1Jenny03	1/23/2018	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G1Jenny03_R1.fastq.gz	G1Jenny03_R2.fastq.gz						
G1Jenny1	8/29/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G1Jenny1_R1.fastq.gz	G1Jenny1_R2.fastq.gz						
G2Jenny02	10/24/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G2Jenny02_R1.fastq.gz	G2Jenny02_R2.fastq.gz						
G2Jenny03	1/21/2018	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G2Jenny03_R1.fastq.gz	G2Jenny03_R2.fastq.gz						
G2Jenny1	8/31/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G2Jenny1_R1.fastq.gz	G2Jenny1_R2.fastq.gz						
G3Jenny1	8/30/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G3Jenny1_R1.fastq.gz	G3Jenny1_R2.fastq.gz						
G4Jenny02	10/29/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G4Jenny02_R1.fastq.gz	G4Jenny02_R2.fastq.gz						
G4Jenny1	8/31/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G4Jenny1_R1.fastq.gz	G4Jenny1_R2.fastq.gz						
G5Jenny02	10/29/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G5Jenny02_R1.fastq.gz	G5Jenny02_R2.fastq.gz						
G5Jenny1	9/3/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G5Jenny1_R1.fastq.gz	G5Jenny1_R2.fastq.gz						
G6Jenny02	10/29/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G6Jenny02_R1.fastq.gz	G6Jenny02_R2.fastq.gz						
G6Jenny1	9/4/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G6Jenny1_R1.fastq.gz	G6Jenny1_R2.fastq.gz						
G7Jenny02	10/30/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G7Jenny02_R1.fastq.gz	G7Jenny02_R2.fastq.gz						
G7Jenny1	9/6/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G7Jenny1_R1.fastq.gz	G7Jenny1_R2.fastq.gz						
G8Jenny02	11/1/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G8Jenny02_R1.fastq.gz	G8Jenny02_R2.fastq.gz						
G8Jenny1	9/6/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G8Jenny1_R1.fastq.gz	G8Jenny1_R2.fastq.gz						
G9Jenny1	9/10/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		G9Jenny1_R1.fastq.gz	G9Jenny1_R2.fastq.gz						
H10Jenny02	11/20/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H10Jenny02_R1.fastq.gz	H10Jenny02_R2.fastq.gz						
H10Jenny1	6/27/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H10Jenny1_R1.fastq.gz	H10Jenny1_R2.fastq.gz						
H11Jenny02	11/27/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H11Jenny02_R1.fastq.gz	H11Jenny02_R2.fastq.gz						
H11Jenny1	8/9/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H11Jenny1_R1.fastq.gz	H11Jenny1_R2.fastq.gz						
H12Jenny1	8/9/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H12Jenny1_R1.fastq.gz	H12Jenny1_R2.fastq.gz						
H1Jenny02	11/10/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H1Jenny02_R1.fastq.gz	H1Jenny02_R2.fastq.gz						
H1Jenny1	6/20/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H1Jenny1_R1.fastq.gz	H1Jenny1_R2.fastq.gz						
H2Jenny02	11/12/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H2Jenny02_R1.fastq.gz	H2Jenny02_R2.fastq.gz						
H3Jenny02	11/14/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H3Jenny02_R1.fastq.gz	H3Jenny02_R2.fastq.gz						
H3Jenny1	6/23/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H3Jenny1_R1.fastq.gz	H3Jenny1_R2.fastq.gz						
H4Jenny02	11/14/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H4Jenny02_R1.fastq.gz	H4Jenny02_R2.fastq.gz						
H4Jenny1	6/28/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H4Jenny1_R1.fastq.gz	H4Jenny1_R2.fastq.gz						
H5Jenny02	11/17/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H5Jenny02_R1.fastq.gz	H5Jenny02_R2.fastq.gz						
H5Jenny1	6/22/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H5Jenny1_R1.fastq.gz	H5Jenny1_R2.fastq.gz						
H6Jenny02	11/16/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H6Jenny02_R1.fastq.gz	H6Jenny02_R2.fastq.gz						
H6Jenny1	6/28/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H6Jenny1_R1.fastq.gz	H6Jenny1_R2.fastq.gz						
H7Jenny1	6/27/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H7Jenny1_R1.fastq.gz	H7Jenny1_R2.fastq.gz						
H8Jenny02	11/26/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H8Jenny02_R1.fastq.gz	H8Jenny02_R2.fastq.gz						
H8Jenny1	6/28/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H8Jenny1_R1.fastq.gz	H8Jenny1_R2.fastq.gz						
H9Jenny02	11/20/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H9Jenny02_R1.fastq.gz	H9Jenny02_R2.fastq.gz						
H9Jenny1	6/27/2017	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		H9Jenny1_R1.fastq.gz	H9Jenny1_R2.fastq.gz						
IBD_007	9/26/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_007_R1.fastq.gz	IBD_007_R2.fastq.gz						
IBD_204	9/27/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_204_R1.fastq.gz	IBD_204_R2.fastq.gz						
IBD_516	9/13/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_516_R1.fastq.gz	IBD_516_R2.fastq.gz						
IBD_520_CDC_491_Pellet	9/14/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_520_CDC_491_Pellet_R1.fastq.gz	IBD_520_CDC_491_Pellet_R2.fastq.gz						
IBD_521	9/27/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_521_R1.fastq.gz	IBD_521_R2.fastq.gz						
IBD_525_A.N	9/26/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_525_A.N_R1.fastq.gz	IBD_525_A.N_R2.fastq.gz						
IBD_532	10/5/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_532_R1.fastq.gz	IBD_532_R2.fastq.gz						
IBD_533	10/25/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_533_R1.fastq.gz	IBD_533_R2.fastq.gz						
IBD_UCC0621241_Supernatant	9/21/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD_UCC0621241_Supernatant_R1.fastq.gz	IBD_UCC0621241_Supernatant_R2.fastq.gz						
IBD048	10/27/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD048_R1.fastq.gz	IBD048_R2.fastq.gz						
IBD289	11/21/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD289_R1.fastq.gz	IBD289_R2.fastq.gz						
IBD290	12/5/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD290_R1.fastq.gz	IBD290_R2.fastq.gz						
IBD334	11/7/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD334_R1.fastq.gz	IBD334_R2.fastq.gz						
IBD405	10/25/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD405_R1.fastq.gz	IBD405_R2.fastq.gz						
IBD423	11/9/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD423_R1.fastq.gz	IBD423_R2.fastq.gz						
IBD527	10/26/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD527_R1.fastq.gz	IBD527_R2.fastq.gz						
IBD528	10/24/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD528_R1.fastq.gz	IBD528_R2.fastq.gz						
IBD531	11/8/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD531_R1.fastq.gz	IBD531_R2.fastq.gz						
IBD535	12/4/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD535_R1.fastq.gz	IBD535_R2.fastq.gz						
IBD538	11/15/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD538_R1.fastq.gz	IBD538_R2.fastq.gz						
IBD548	11/13/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD548_R1.fastq.gz	IBD548_R2.fastq.gz						
IBD559	11/21/2016	Hellman IBD Study		Metagenome-Human-Stool	WGS	METAGENOMIC	size fractionation	paired	ILLUMINA	NextSeq 500	Nextera XT	fastq		IBD559_R1.fastq.gz	IBD559_R2.fastq.gz						
