sample_name,library_ID,title,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,filetype,filename,filename2,filename3,filename4,assembly,fasta_file
N60_2_4,N60_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N60_2_4_R1.fastq.gz,N60_2_4_R2.fastq.gz,,,,
N61_1_2,N61_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N61_1_2_R1.fastq.gz,N61_1_2_R2.fastq.gz,,,,
N61_1_3,N61_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N61_1_3_R1.fastq.gz,N61_1_3_R2.fastq.gz,,,,
N61_1_4,N61_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N61_1_4_R1.fastq.gz,N61_1_4_R2.fastq.gz,,,,
N61_2_2,N61_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N61_2_2_R1.fastq.gz,N61_2_2_R2.fastq.gz,,,,
N61_2_3,N61_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N61_2_3_R1.fastq.gz,N61_2_3_R2.fastq.gz,,,,
N61_2_4,N61_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N61_2_4_R1.fastq.gz,N61_2_4_R2.fastq.gz,,,,
N62_1_2,N62_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N62_1_2_R1.fastq.gz,N62_1_2_R2.fastq.gz,,,,
N62_1_3,N62_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N62_1_3_R1.fastq.gz,N62_1_3_R2.fastq.gz,,,,
N62_1_4,N62_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N62_1_4_R1.fastq.gz,N62_1_4_R2.fastq.gz,,,,
N62_2_2,N62_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N62_2_2_R1.fastq.gz,N62_2_2_R2.fastq.gz,,,,
N62_2_3,N62_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N62_2_3_R1.fastq.gz,N62_2_3_R2.fastq.gz,,,,
N62_2_4,N62_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N62_2_4_R1.fastq.gz,N62_2_4_R2.fastq.gz,,,,
N63_1_2,N63_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N63_1_2_R1.fastq.gz,N63_1_2_R2.fastq.gz,,,,
N63_1_3,N63_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N63_1_3_R1.fastq.gz,N63_1_3_R2.fastq.gz,,,,
N63_1_4,N63_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N63_1_4_R1.fastq.gz,N63_1_4_R2.fastq.gz,,,,
N63_2_2,N63_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N63_2_2_R1.fastq.gz,N63_2_2_R2.fastq.gz,,,,
N63_2_3,N63_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N63_2_3_R1.fastq.gz,N63_2_3_R2.fastq.gz,,,,
N63_2_4,N63_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N63_2_4_R1.fastq.gz,N63_2_4_R2.fastq.gz,,,,
N64_1_2,N64_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N64_1_2_R1.fastq.gz,N64_1_2_R2.fastq.gz,,,,
N64_1_3,N64_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N64_1_3_R1.fastq.gz,N64_1_3_R2.fastq.gz,,,,
N64_1_4,N64_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N64_1_4_R1.fastq.gz,N64_1_4_R2.fastq.gz,,,,
N64_2_2,N64_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N64_2_2_R1.fastq.gz,N64_2_2_R2.fastq.gz,,,,
N64_2_3,N64_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N64_2_3_R1.fastq.gz,N64_2_3_R2.fastq.gz,,,,
N64_2_4,N64_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N64_2_4_R1.fastq.gz,N64_2_4_R2.fastq.gz,,,,
N65_1_2,N65_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N65_1_2_R1.fastq.gz,N65_1_2_R2.fastq.gz,,,,
N65_1_3,N65_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N65_1_3_R1.fastq.gz,N65_1_3_R2.fastq.gz,,,,
N65_1_4,N65_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N65_1_4_R1.fastq.gz,N65_1_4_R2.fastq.gz,,,,
N65_2_2,N65_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N65_2_2_R1.fastq.gz,N65_2_2_R2.fastq.gz,,,,
N65_2_3,N65_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N65_2_3_R1.fastq.gz,N65_2_3_R2.fastq.gz,,,,
N65_2_4,N65_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N65_2_4_R1.fastq.gz,N65_2_4_R2.fastq.gz,,,,
N66_1_2,N66_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N66_1_2_R1.fastq.gz,N66_1_2_R2.fastq.gz,,,,
N66_1_3,N66_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N66_1_3_R1.fastq.gz,N66_1_3_R2.fastq.gz,,,,
N66_1_4,N66_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N66_1_4_R1.fastq.gz,N66_1_4_R2.fastq.gz,,,,
N66_2_2,N66_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N66_2_2_R1.fastq.gz,N66_2_2_R2.fastq.gz,,,,
N66_2_3,N66_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N66_2_3_R1.fastq.gz,N66_2_3_R2.fastq.gz,,,,
N66_2_4,N66_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N66_2_4_R1.fastq.gz,N66_2_4_R2.fastq.gz,,,,
N67_1_2,N67_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N67_1_2_R1.fastq.gz,N67_1_2_R2.fastq.gz,,,,
N67_1_3,N67_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N67_1_3_R1.fastq.gz,N67_1_3_R2.fastq.gz,,,,
N67_1_4,N67_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N67_1_4_R1.fastq.gz,N67_1_4_R2.fastq.gz,,,,
N67_2_2,N67_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N67_2_2_R1.fastq.gz,N67_2_2_R2.fastq.gz,,,,
N67_2_3,N67_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N67_2_3_R1.fastq.gz,N67_2_3_R2.fastq.gz,,,,
N67_2_4,N67_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N67_2_4_R1.fastq.gz,N67_2_4_R2.fastq.gz,,,,
N68_1_2,N68_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N68_1_2_R1.fastq.gz,N68_1_2_R2.fastq.gz,,,,
N68_1_3,N68_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N68_1_3_R1.fastq.gz,N68_1_3_R2.fastq.gz,,,,
N68_1_4,N68_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N68_1_4_R1.fastq.gz,N68_1_4_R2.fastq.gz,,,,
N68_2_2,N68_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N68_2_2_R1.fastq.gz,N68_2_2_R2.fastq.gz,,,,
N68_2_3,N68_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N68_2_3_R1.fastq.gz,N68_2_3_R2.fastq.gz,,,,
N68_2_4,N68_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N68_2_4_R1.fastq.gz,N68_2_4_R2.fastq.gz,,,,
N39_1_2,N39_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N39_1_2_R1.fastq.gz,N39_1_2_R2.fastq.gz,,,,
N39_1_3,N39_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N39_1_3_R1.fastq.gz,N39_1_3_R2.fastq.gz,,,,
N39_1_4,N39_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N39_1_4_R1.fastq.gz,N39_1_4_R2.fastq.gz,,,,
N39_2_4,N39_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N39_2_4_R1.fastq.gz,N39_2_4_R2.fastq.gz,,,,
N39_2_2,N39_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N39_2_2_R1.fastq.gz,N39_2_2_R2.fastq.gz,,,,
N39_2_3,N39_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N39_2_3_R1.fastq.gz,N39_2_3_R2.fastq.gz,,,,
N40_1_2,N40_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N40_1_2_R1.fastq.gz,N40_1_2_R2.fastq.gz,,,,
N40_1_3,N40_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N40_1_3_R1.fastq.gz,N40_1_3_R2.fastq.gz,,,,
N40_1_4,N40_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N40_1_4_R1.fastq.gz,N40_1_4_R2.fastq.gz,,,,
N40_2_4,N40_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N40_2_4_R1.fastq.gz,N40_2_4_R2.fastq.gz,,,,
N40_2_2,N40_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N40_2_2_R1.fastq.gz,N40_2_2_R2.fastq.gz,,,,
N40_2_3,N40_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N40_2_3_R1.fastq.gz,N40_2_3_R2.fastq.gz,,,,
N41_1_2,N41_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N41_1_2_R1.fastq.gz,N41_1_2_R2.fastq.gz,,,,
N41_1_3,N41_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N41_1_3_R1.fastq.gz,N41_1_3_R2.fastq.gz,,,,
N41_1_4,N41_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N41_1_4_R1.fastq.gz,N41_1_4_R2.fastq.gz,,,,
N41_2_4,N41_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N41_2_4_R1.fastq.gz,N41_2_4_R2.fastq.gz,,,,
N41_2_2,N41_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N41_2_2_R1.fastq.gz,N41_2_2_R2.fastq.gz,,,,
N41_2_3,N41_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N41_2_3_R1.fastq.gz,N41_2_3_R2.fastq.gz,,,,
N42_1_2,N42_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N42_1_2_R1.fastq.gz,N42_1_2_R2.fastq.gz,,,,
N42_1_3,N42_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N42_1_3_R1.fastq.gz,N42_1_3_R2.fastq.gz,,,,
N42_1_4,N42_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N42_1_4_R1.fastq.gz,N42_1_4_R2.fastq.gz,,,,
N42_2_2,N42_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N42_2_2_R1.fastq.gz,N42_2_2_R2.fastq.gz,,,,
N42_2_3,N42_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N42_2_3_R1.fastq.gz,N42_2_3_R2.fastq.gz,,,,
N42_2_4,N42_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N42_2_4_R1.fastq.gz,N42_2_4_R2.fastq.gz,,,,
N43_1_2,N43_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N43_1_2_R1.fastq.gz,N43_1_2_R2.fastq.gz,,,,
N43_1_3,N43_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N43_1_3_R1.fastq.gz,N43_1_3_R2.fastq.gz,,,,
N43_1_4,N43_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N43_1_4_R1.fastq.gz,N43_1_4_R2.fastq.gz,,,,
N43_2_2,N43_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N43_2_2_R1.fastq.gz,N43_2_2_R2.fastq.gz,,,,
N43_2_3,N43_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N43_2_3_R1.fastq.gz,N43_2_3_R2.fastq.gz,,,,
N43_2_4,N43_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N43_2_4_R1.fastq.gz,N43_2_4_R2.fastq.gz,,,,
N44_1_2,N44_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N44_1_2_R1.fastq.gz,N44_1_2_R2.fastq.gz,,,,
N44_1_3,N44_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N44_1_3_R1.fastq.gz,N44_1_3_R2.fastq.gz,,,,
N44_1_4,N44_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N44_1_4_R1.fastq.gz,N44_1_4_R2.fastq.gz,,,,
N44_2_2,N44_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N44_2_2_R1.fastq.gz,N44_2_2_R2.fastq.gz,,,,
N44_2_3,N44_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N44_2_3_R1.fastq.gz,N44_2_3_R2.fastq.gz,,,,
N44_2_4,N44_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N44_2_4_R1.fastq.gz,N44_2_4_R2.fastq.gz,,,,
N45_1_2,N45_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N45_1_2_R1.fastq.gz,N45_1_2_R2.fastq.gz,,,,
N45_1_3,N45_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N45_1_3_R1.fastq.gz,N45_1_3_R2.fastq.gz,,,,
N45_1_4,N45_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N45_1_4_R1.fastq.gz,N45_1_4_R2.fastq.gz,,,,
N45_2_2,N45_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N45_2_2_R1.fastq.gz,N45_2_2_R2.fastq.gz,,,,
N45_2_3,N45_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N45_2_3_R1.fastq.gz,N45_2_3_R2.fastq.gz,,,,
N45_2_4,N45_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N45_2_4_R1.fastq.gz,N45_2_4_R2.fastq.gz,,,,
N46_1_2,N46_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N46_1_2_R1.fastq.gz,N46_1_2_R2.fastq.gz,,,,
N46_1_3,N46_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N46_1_3_R1.fastq.gz,N46_1_3_R2.fastq.gz,,,,
N46_1_4,N46_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N46_1_4_R1.fastq.gz,N46_1_4_R2.fastq.gz,,,,
N46_2_2,N46_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N46_2_2_R1.fastq.gz,N46_2_2_R2.fastq.gz,,,,
N46_2_3,N46_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N46_2_3_R1.fastq.gz,N46_2_3_R2.fastq.gz,,,,
N46_2_4,N46_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N46_2_4_R1.fastq.gz,N46_2_4_R2.fastq.gz,,,,
N47_1_2,N47_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N47_1_2_R1.fastq.gz,N47_1_2_R2.fastq.gz,,,,
N47_1_3,N47_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N47_1_3_R1.fastq.gz,N47_1_3_R2.fastq.gz,,,,
N47_1_4,N47_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N47_1_4_R1.fastq.gz,N47_1_4_R2.fastq.gz,,,,
N47_2_2,N47_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N47_2_2_R1.fastq.gz,N47_2_2_R2.fastq.gz,,,,
N47_2_3,N47_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N47_2_3_R1.fastq.gz,N47_2_3_R2.fastq.gz,,,,
N47_2_4,N47_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N47_2_4_R1.fastq.gz,N47_2_4_R2.fastq.gz,,,,
N48_1_2,N48_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N48_1_2_R1.fastq.gz,N48_1_2_R2.fastq.gz,,,,
N48_1_3,N48_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N48_1_3_R1.fastq.gz,N48_1_3_R2.fastq.gz,,,,
N48_1_4,N48_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N48_1_4_R1.fastq.gz,N48_1_4_R2.fastq.gz,,,,
N48_2_2,N48_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N48_2_2_R1.fastq.gz,N48_2_2_R2.fastq.gz,,,,
N48_2_3,N48_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N48_2_3_R1.fastq.gz,N48_2_3_R2.fastq.gz,,,,
N48_2_4,N48_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N48_2_4_R1.fastq.gz,N48_2_4_R2.fastq.gz,,,,
N49_1_2,N49_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N49_1_2_R1.fastq.gz,N49_1_2_R2.fastq.gz,,,,
N49_1_3,N49_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N49_1_3_R1.fastq.gz,N49_1_3_R2.fastq.gz,,,,
N49_1_4,N49_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N49_1_4_R1.fastq.gz,N49_1_4_R2.fastq.gz,,,,
N49_2_2,N49_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N49_2_2_R1.fastq.gz,N49_2_2_R2.fastq.gz,,,,
N49_2_3,N49_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N49_2_3_R1.fastq.gz,N49_2_3_R2.fastq.gz,,,,
N49_2_4,N49_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N49_2_4_R1.fastq.gz,N49_2_4_R2.fastq.gz,,,,
N50_1_2,N50_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N50_1_2_R1.fastq.gz,N50_1_2_R2.fastq.gz,,,,
N50_1_3,N50_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N50_1_3_R1.fastq.gz,N50_1_3_R2.fastq.gz,,,,
N50_1_4,N50_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N50_1_4_R1.fastq.gz,N50_1_4_R2.fastq.gz,,,,
N50_2_2,N50_2_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N50_2_2_R1.fastq.gz,N50_2_2_R2.fastq.gz,,,,
N50_2_3,N50_2_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N50_2_3_R1.fastq.gz,N50_2_3_R2.fastq.gz,,,,
N50_2_4,N50_2_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N50_2_4_R1.fastq.gz,N50_2_4_R2.fastq.gz,,,,
N51_1_2,N51_1_2,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N51_1_2_R1.fastq.gz,N51_1_2_R2.fastq.gz,,,,
N51_1_3,N51_1_3,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N51_1_3_R1.fastq.gz,N51_1_3_R2.fastq.gz,,,,
N51_1_4,N51_1_4,Microbiome,WGS,METAGENOMIC,RANDOM,paired,ILLUMINA,Illumina NovaSeq 6000,materials and methods,fastq,N51_1_4_R1.fastq.gz,N51_1_4_R2.fastq.gz,,,,
